p_val	avg_log2FC	pct.1	pct.2	p_val_adj
CEP63	0.00556567026916951	-0.326866904617868	0.456	0.659	1
MGAT2	0.00556633021609943	0.384515306207335	0.855	0.78	1
SPIDR	0.0056228921719677	-0.202066216484125	0.246	0.488	1
NOP56	0.00563160477440369	0.378562578810874	0.785	0.659	1
TBC1D12	0.00565122472050587	-0.222995154547398	0.123	0.293	1
PRKAR1A	0.00567618884678987	-0.240943800989857	0.987	1	1
FRAT2	0.00575246858076632	-0.337287305004887	0.342	0.561	1
SGMS2	0.00577732025707223	-0.0975934460953188	0.018	0.098	1
KCNAB2	0.00578689204788488	0.319677846174587	0.952	0.902	1
STRAP	0.00580307771240723	0.339011998961861	0.794	0.707	1
OSBPL8	0.00582347323669963	-0.253846822670892	0.807	0.951	1
NIPAL3	0.00583608440945573	0.341477053541081	0.443	0.244	1
CCDC134	0.00583844779030214	0.325389327291262	0.351	0.146	1
FAM118A	0.00588050057116215	-0.40870926586943	0.715	0.902	1
NDUFAF4	0.00591143783386908	-0.158137139303704	0.197	0.439	1
TMPPE	0.00591243227733922	-0.257877502975753	0.206	0.415	1
CCT2	0.00592154397631458	0.253406573339026	0.504	0.268	1
VPS4A	0.00592360805520909	-0.322677291885572	0.61	0.854	1
TMED9	0.00593965079582004	0.304171455837919	0.737	0.659	1
SLC25A6	0.00596879578087501	-0.296892022260515	0.873	0.951	1
DHRS9	0.00601228964332563	-0.181130633175942	0.039	0.146	1
P2RY2	0.00601228964332563	-0.196588176265148	0.039	0.146	1
COA3	0.00603458545157961	-0.285522547638881	0.246	0.463	1
UNC119	0.00603956937904166	-0.339211778391139	0.781	0.854	1
FADS2	0.00604429963248126	-0.485827164770946	0.461	0.634	1
ZNF90	0.006044831971705	-0.0973073774263432	0.018	0.098	1
SMAD3	0.00614571901140116	0.363579350353373	0.868	0.683	1
TGFBI	0.00614840268766144	0.305720495848835	1	0.902	1
CSGALNACT2	0.00614940760394829	0.401936831937301	0.702	0.585	1
HCFC1R1	0.00618828938902425	-0.20813514262174	0.219	0.439	1
MSC	0.00620970143394085	0.297244702194938	0.263	0.073	1
IMP4	0.00623107237205287	0.337396711813814	0.732	0.561	1
NUDT17	0.00632197958236781	0.311575078277451	0.386	0.171	1
TTC36	0.0063234516177157	-0.0754689273275489	0.018	0.098	1
NDUFS8	0.00634048854822378	-0.309493283833346	0.553	0.829	1
PPP3CC	0.00636431592465978	0.290281373493608	0.579	0.366	1
ATP6V0A1	0.00640299418235568	0.354303720158335	0.461	0.268	1
PIK3CB	0.00654197846490418	-0.304520932058506	0.333	0.585	1
TATDN3	0.0065486216452949	0.247493384282398	0.522	0.366	1
REPIN1	0.00656742759936753	0.383586819856472	0.785	0.659	1
STX4	0.00657150007128171	-0.370618456194203	0.601	0.78	1
ZDHHC18	0.00659394066225685	-0.369277409655706	0.588	0.829	1
NEURL2	0.00661357670783919	-0.0593173493946141	0.018	0.098	1
SLA	0.00664473842024403	-0.426196214055379	0.662	0.878	1
FGD3	0.00665398439137813	-0.276119598434387	0.952	1	1
SEPTIN9	0.00665583266185865	0.238483169207347	1	1	1
HIGD1A	0.00668338115104976	0.351336671253749	0.43	0.244	1
FRAT1	0.00669358877571953	-0.304699678324366	0.18	0.366	1
MREG	0.00671186657242246	0.31734705559065	0.276	0.098	1
MT-CO3	0.0067218218784614	-0.222781369261503	0.996	1	1
GOLIM4	0.00676881557756054	-0.270935074775056	0.662	0.927	1
YES1	0.00679712680196208	-0.188185965377375	0.149	0.341	1
LENG8	0.0068781180352917	0.26030151559259	0.996	1	1
TMEM170B	0.0069119852865682	0.328368641447855	0.627	0.439	1
KLHDC2	0.00692013703883622	0.3414168772917	0.526	0.366	1
OGFR	0.0069589796068625	-0.279784932308644	0.754	0.951	1
TOM1	0.00696817199239424	-0.197351037492879	0.211	0.439	1
EIF4H	0.00697411404549205	-0.288053602877243	0.842	0.927	1
TSPAN15	0.00698075193033107	-0.1233947253296	0.039	0.146	1
PLEKHB2	0.00699840261387823	-0.260597101930407	0.833	0.902	1
EIF4E3	0.00700530428296886	-0.243667862449523	0.07	0.195	1
DAP	0.00705230939465358	0.321224682459084	0.64	0.488	1
ZNF844	0.00706277146618472	-0.162932948216774	0.092	0.244	1
CCS	0.00720082203489436	0.292553194807655	0.82	0.683	1
NUDT22	0.0072369603335015	0.378694396642308	0.829	0.756	1
KCTD20	0.00724611043347194	0.300221581475797	0.649	0.488	1
TCEA2	0.00725314983041459	-0.216390427182812	0.197	0.415	1
ZNF70	0.0072537212091215	0.355910814351952	0.395	0.195	1
XPO4	0.00726039569043105	0.258997535956386	0.43	0.22	1
LTB4R	0.00726659961840666	0.288029568548414	0.592	0.39	1
SSBP3	0.00731510397326865	-0.441928660802061	0.206	0.39	1
GABPB2	0.00732533250552175	0.326918636088133	0.456	0.268	1
SPRED2	0.00733157195790427	0.250745540454603	0.224	0.049	1
TIMM8A	0.00735628247173458	-0.188954424092744	0.189	0.39	1
POLL	0.00737019102964476	-0.154914412527987	0.066	0.195	1
TPCN1	0.00740740457679975	0.288872976046901	0.382	0.171	1
CLIC1	0.00741606311112899	-0.289182481978465	0.776	0.927	1
DYRK1B	0.00745718128748063	0.320362614458182	0.461	0.268	1
EGFL8	0.0075260161590447	0.253559325704968	0.228	0.049	1
PDP1	0.00753054644258205	-0.290872614725405	0.285	0.512	1
SERPINB6	0.00755347018445956	-0.402048700714637	0.478	0.683	1
PHKB	0.007568139472838	0.23992100124718	0.645	0.488	1
DOK2	0.0075773387389199	-0.132134471080269	0.039	0.146	1
FAM126B	0.00757988605037407	-0.254405711004222	0.298	0.537	1
HIP1	0.00759491261068924	0.382402891707427	0.816	0.561	1
CD44	0.00770958284010146	-0.281222241420273	0.996	1	1
LYSMD3	0.0077189021701054	0.317313950419459	0.417	0.244	1
MIIP	0.00774802725746581	0.364914505156744	0.895	0.756	1
ZDHHC8	0.00776310304858832	0.376554562372891	0.912	0.902	1
CBX6	0.00777675264151557	0.369800707773852	0.86	0.78	1
SMYD4	0.0077879990441712	0.245321903653441	0.241	0.049	1
EHD4	0.00779382333908662	-0.322973669219021	0.404	0.659	1
KYNU	0.00780328070824019	0.297625722333235	0.785	0.61	1
LRRFIP1	0.00784394509094675	-0.285090237012581	0.917	0.927	1
PPP1R11	0.00785818915359025	-0.298024794866935	0.478	0.707	1
PTPRE	0.00786084839210797	0.269145939055818	0.996	0.976	1
GUK1	0.00797286902041872	0.319150129809884	0.627	0.488	1
NEK6	0.00798234264300226	0.334827516825167	0.956	0.854	1
BCLAF3	0.00800515472813919	0.251105711431791	0.544	0.366	1
ABCF2	0.00807801778583029	-0.230306782044412	0.32	0.585	1
TRAC	0.00808192357899019	-0.578258111835777	0.031	0.122	1
ATP10A	0.00808307128740281	0.0396320660461931	0.32	0.098	1
MPV17	0.0080864287342451	0.346521462315755	0.882	0.854	1
MYORG	0.00808709477888835	-0.096375418004681	0.039	0.146	1
BCL10	0.00809084501494173	-0.32332109520663	0.531	0.756	1
PPT2	0.00809915019816408	0.285957963463835	0.285	0.098	1
BGLAP	0.00811030862421007	-0.142118713285876	0.083	0.22	1
SLC2A4RG	0.00812713792893976	0.450474667446731	0.763	0.659	1
PPM1F	0.0081352542337403	-0.386900287867269	0.702	0.878	1
NFKBID	0.00817351258115521	0.398065133785496	0.561	0.39	1
TXNDC11	0.00817801282373682	0.184856954177913	0.75	0.488	1
DAPP1	0.0081845040036821	-0.366285696438093	0.68	0.927	1
RYR1	0.0082288640105754	-0.166868378132863	0.031	0.122	1
ZFP90	0.00823311995329732	-0.197614608292548	0.136	0.317	1
RABGAP1	0.00823655313733919	0.297119406539869	0.697	0.61	1
KLHL6	0.00830791548332172	0.338324621221918	0.724	0.61	1
METTL22	0.00834464750155136	-0.28294497903623	0.36	0.61	1
BTBD7	0.00835344973076406	-0.273459873879589	0.763	0.902	1
C9orf72	0.00840680530347316	-0.335780024270552	0.645	0.805	1
RYBP	0.00841550887920966	-0.282081459238294	0.877	0.927	1
RAP2A	0.00842797937482898	0.404294933306557	0.57	0.366	1
FAHD2A	0.0084361105392519	0.252760798118641	0.425	0.244	1
ZNF516	0.00845507568706735	-0.302173348707982	0.693	0.854	1
PLEKHO2	0.00846116142052629	-0.230464610782668	0.469	0.732	1
XKR6	0.00848337328040141	0.222187337020716	0.189	0.024	1
SEC11C	0.00851150154754554	0.419510468229719	0.566	0.439	1
TMEM179B	0.00851556366106629	0.293546989631936	0.715	0.61	1
MCC	0.00852153510047743	0.209614149191951	0.149	0	1
RAB15	0.00852153510047743	0.244444387726437	0.149	0	1
CNPY4	0.00864747670083911	-0.105987277529666	0.066	0.195	1
SBF1	0.0086523474601953	0.280328145228806	0.746	0.61	1
RGS12	0.00866418908581148	-0.188443266854966	0.044	0.146	1
TLK1	0.00866689502446077	0.308165605773198	0.785	0.561	1
ZNF641	0.00867048545106444	-0.353025574909687	0.526	0.805	1
FAM89B	0.00867149865677084	-0.264851680092627	0.553	0.756	1
ZNF318	0.00872604363130122	-0.283598158292312	0.346	0.585	1
TNFAIP3	0.00874274675041725	0.416061762075207	0.689	0.561	1
ARHGAP31	0.00875666100084202	-0.350399844618947	0.632	0.854	1
ABHD17B	0.00880276822115585	0.419150689998611	0.719	0.61	1
SEC24D	0.00883892000578949	0.2609632219876	0.333	0.146	1
ICA1L	0.00890007035699805	-0.145043341068018	0.123	0.293	1
MRTFA	0.00891026993299875	-0.218775281442321	0.978	1	1
GOLT1B	0.0089484043773236	0.398966728676708	0.623	0.488	1
OSBP	0.00899447251860624	0.326394636622035	0.746	0.634	1
RNF144A	0.00900002563005269	-0.116296687360872	0.031	0.122	1
TMEM14C	0.00902749285723092	0.292742837069712	0.539	0.415	1
ZNF738	0.00904654679151449	-0.274286289022172	0.268	0.463	1
IQCE	0.00904932071604183	0.324868310044844	0.509	0.317	1
BTBD6	0.00910486630970636	-0.184686124138037	0.096	0.244	1
NUP42	0.00913624717079879	0.347868838944375	0.781	0.659	1
TOGARAM2	0.00914535315604515	-0.424166015533624	0.211	0.39	1
ZNF182	0.00917960697641593	0.237046422563716	0.285	0.098	1
PPM1M	0.00928319160497084	0.319531007457129	0.697	0.537	1
PFKP	0.0092915722708472	0.132305054480873	0.575	0.341	1
RCBTB2	0.00932613773245048	-0.127231291827815	0.031	0.122	1
ZNF138	0.00934088569400862	0.218505100917949	0.184	0.024	1
XXYLT1	0.0093602889893387	0.285783337081769	0.548	0.341	1
TENT4B	0.00938551876911964	0.255575278354209	0.281	0.098	1
MAP2K3	0.0093913891993202	0.386074711724696	0.934	0.878	1
XPA	0.00941668449919039	0.322946729309436	0.566	0.39	1
RP2	0.0094402204635014	-0.300004874295342	0.662	0.805	1
SPIN3	0.0095111631816115	-0.181605801088997	0.044	0.146	1
BACH1	0.0095274086736293	-0.263540686663191	0.623	0.78	1
SEC62	0.00955943434057052	0.316050701192687	0.772	0.78	1
SMAD1	0.00966275187910836	-0.107331211956372	0.031	0.122	1
CLN5	0.00968445012128762	0.290167946425108	0.294	0.122	1
EIF3A	0.00970465226786473	-0.310781330544348	0.943	1	1
ZYX	0.00970835670408775	-0.306870155981675	0.978	0.976	1
COMT	0.0097373730937184	0.309457861373764	0.917	0.829	1
TMEM129	0.00973914928867207	0.360024407595406	0.596	0.463	1
SFT2D2	0.0098624292040765	0.37163638923343	0.974	0.951	1
JPT1	0.00991831700976434	-0.280564599750925	0.241	0.463	1
STAMBPL1	0.00999405001797848	0.354621150981452	0.395	0.22	1
CABP1	0.0100101546360505	-0.0971048564757183	0.031	0.122	1
S1PR2	0.0100101546360505	-0.110501058519049	0.031	0.122	1
GADD45B	0.0100187095899221	0.35330668693401	0.469	0.268	1
RUFY4	0.0100772014555585	0.285026555142103	0.18	0.024	1
PLEKHG2	0.0101340992230715	-0.335691395288493	0.447	0.634	1
CALHM2	0.010135359198766	-0.432292639028833	0.605	0.756	1
RPRD2	0.0101636607534153	0.274745562804257	0.61	0.39	1
AFG1L	0.0101901464951613	-0.149485989500096	0.096	0.244	1
ZNF12	0.0102247079126118	-0.207117352857293	0.303	0.561	1
CAVIN2	0.0102283555346246	-0.110645480675906	0.105	0.268	1
ZSWIM1	0.010241143302308	0.252576603720522	0.303	0.122	1
SCML2	0.0102741838303376	0.279129997797477	0.215	0.049	1
KLF8	0.0102836271954659	-0.374152428289156	0.259	0.463	1
MVB12B	0.0103056932009417	-0.127534149603527	0.079	0.22	1
FUS	0.0103291276564561	0.287720774888522	0.947	0.854	1
C1orf162	0.0103529119706026	-0.267586047395419	0.684	0.927	1
CYB561A3	0.0103730750885513	0.311326254619979	1	0.976	1
NIPA1	0.0103809119224542	0.320680105219294	0.509	0.39	1
ZFHX3	0.0104719228058744	-0.157501004356751	0.206	0.415	1
TCL1A	0.0104864330095493	0.762846286259673	0.18	0.024	1
PDIA5	0.0105320503431948	0.394229397253657	0.461	0.293	1
CYBC1	0.0106053473068074	-0.317417430539483	0.89	1	1
NR1D2	0.0106236772006013	0.346063522987973	0.281	0.098	1
H3F3A	0.0106699425766044	-0.169627897780545	1	1	1
JADE3	0.010702063817203	0.246172543439739	0.246	0.073	1
RUBCN	0.0107122390565743	0.338284781954569	0.636	0.439	1
AACS	0.0107523866423267	0.257629759843864	0.303	0.098	1
AKR1B1	0.0107552055913642	-0.194669088259889	0.395	0.707	1
ARHGAP45	0.0107650562665875	-0.279691948615501	0.939	1	1
LSM7	0.0107718366628696	-0.291244591739435	0.68	0.829	1
SLC20A1	0.010798772138495	0.395749689863332	0.961	0.878	1
NDUFA7	0.01084990777274	0.350520479364135	0.57	0.415	1
CD55	0.0108843632108665	-0.230135102197246	0.912	0.951	1
FAM117A	0.0109012827180608	0.322285275245211	0.395	0.195	1
PATJ	0.0109277959173826	-0.0826627576206909	0.031	0.122	1
IGF2BP3	0.0109277959173826	-0.0827412495584177	0.031	0.122	1
CCNB1	0.0109456562051499	-0.111794892766488	0.092	0.244	1
UQCRH	0.0109569909919363	-0.219263052351209	0.417	0.707	1
ICAM3	0.010976130853938	-0.285106473765936	0.465	0.659	1
HMGCS1	0.0109807901824681	-0.42217253907659	0.386	0.61	1
ZEB1	0.0109868008204047	-0.40928551374567	0.746	0.927	1
CDYL	0.0110074915704593	0.255906346659531	0.873	0.805	1
GPX7	0.0111553492836348	0.284323534631928	0.654	0.512	1
RTN3	0.0111584631067335	0.356734212235522	0.715	0.659	1
MTURN	0.0111876189655946	0.411945843792453	0.548	0.415	1
MCM6	0.0111989503689638	0.199990445729931	0.373	0.195	1
ADAMTSL4	0.0112085468314465	-0.118405182072143	0.079	0.22	1
SESN3	0.0112291157972834	-0.215106935356299	0.149	0.317	1
ZNF706	0.0112396943546678	0.34243121482999	0.57	0.439	1
ERO1A	0.0113174607079165	-0.295688517747513	0.588	0.756	1
SLC12A4	0.0113479023637611	-0.292524465121457	0.461	0.732	1
NADK	0.0113886206287035	0.313674794533137	0.956	0.951	1
CRIM1	0.0114421584199743	0.326386358821632	0.377	0.22	1
CYBA	0.0114632326382079	0.177755839046596	1	1	1
ZDHHC2	0.0114645945353682	0.321033705081957	0.399	0.22	1
MYPOP	0.0114969469002302	-0.342354669390277	0.294	0.512	1
PRAG1	0.0115593110223196	0.277916871285636	0.452	0.268	1
INF2	0.0115646443443285	0.306551438451174	0.947	0.951	1
TGIF1	0.0116040171781451	-0.0922525415774501	0.044	0.146	1
UPF3B	0.0116213807311355	0.304371834553074	0.386	0.195	1
FMN1	0.0117166064997943	0.244469715897092	0.241	0.073	1
TMEM50B	0.0117600847854043	0.286357442482311	0.632	0.512	1
RNF122	0.0117980494344124	0.383545046638637	0.386	0.22	1
CYB5R3	0.0118135472850953	-0.298070787083844	0.93	0.976	1
KRI1	0.0119592661330909	0.335556599041285	0.877	0.854	1
PPIF	0.011981254723114	-0.434424491203959	0.417	0.561	1
BCR	0.0120354103250652	-0.323974098104198	0.535	0.756	1
TEDC1	0.0120876131816804	-0.3679409113702	0.461	0.683	1
SLITRK4	0.0121270896736303	-0.0649639482608459	0.031	0.122	1
TYK2	0.0121944197248167	-0.252503004991862	0.969	1	1
C1orf109	0.0122480938826361	0.299188609974647	0.316	0.146	1
MBOAT1	0.0122715848281572	0.313295343288896	0.693	0.537	1
LCNL1	0.0123533566364971	0.74791413122131	0.342	0.146	1
AGPS	0.0123992401318958	-0.248669321913339	0.382	0.61	1
MNAT1	0.0124265562295893	0.28607679677344	0.412	0.244	1
FCER1A	0.0125487543017447	-0.781812314375339	0.671	0.732	1
ACTR1B	0.0125644729514783	-0.295243307807442	0.605	0.829	1
PPP2R1B	0.0125748329859547	0.336562221590353	0.539	0.39	1
REL	0.0126011758689697	-0.228755683898705	0.811	0.951	1
NMRK1	0.0126026407978624	0.23446324093147	0.237	0.073	1
SPICE1	0.0126822801019764	0.247064281177558	0.276	0.098	1
CEP76	0.0127008987821257	-0.117444773363907	0.044	0.146	1
KCTD15	0.012713012421149	-0.0742325854839138	0.022	0.098	1
DDX21	0.0127432547548036	-0.327907431147324	0.75	0.927	1
TNS3	0.0127447979867789	0.255947511466055	0.851	0.78	1
EIF4EBP2	0.0127822499022129	-0.258765513099059	0.904	0.976	1
ZNF133	0.0128869269117527	-0.19835184686567	0.132	0.293	1
ZNF354C	0.0128923757393144	-0.107935645334518	0.044	0.146	1
EFNB1	0.0129031727197831	-0.465164833167801	0.368	0.537	1
IDS	0.0129317620441986	0.302741468941255	0.89	0.829	1
ACTL10	0.0129657052726315	-0.104840774518914	0.022	0.098	1
PRX	0.0130864022613841	-0.0898796176450725	0.044	0.146	1
MLLT1	0.0130941096742994	0.304026243798889	0.724	0.659	1
LPCAT3	0.0130978148070135	-0.195981582082371	0.246	0.463	1
GNG5	0.0131785817701612	-0.323207409218174	0.39	0.585	1
PACSIN2	0.0131994111396883	-0.292323358054175	0.785	0.927	1
ZCCHC7	0.0132409847041086	0.25590938873074	0.579	0.415	1
RPTOR	0.0132544714292738	0.242077057835879	0.724	0.634	1
ZNF33A	0.013259629873252	0.29431688164037	0.614	0.512	1
MTA2	0.0132754330121656	-0.302476404852104	0.75	0.829	1
CPVL	0.0132919252448636	-0.364526058181401	0.412	0.634	1
MAGT1	0.0133006351676046	0.228032475599215	0.811	0.707	1
KIT	0.0134343795676025	-0.293482303239965	0.105	0.244	1
MBNL1	0.0134508299844474	-0.300526151687652	0.965	0.976	1
PLEKHA2	0.0134699787303155	0.272016944547374	0.759	0.707	1
C17orf113	0.0134768191085484	0.29350047831161	0.311	0.146	1
TPH1	0.0134844548751572	-0.109316908258774	0.022	0.098	1
CD226	0.0134844548751572	-0.0736046902849025	0.022	0.098	1
FBXO25	0.0137148824069391	-0.233758941644151	0.149	0.317	1
TFG	0.0138219238327963	0.234543360314544	0.544	0.415	1
ZNF585B	0.013828477078391	-0.114093199993289	0.057	0.171	1
NECAP2	0.0138325254971082	-0.336233643683631	0.711	0.878	1
FAM114A1	0.0138885751631682	-0.109416113536972	0.044	0.146	1
MSRB3	0.0139056163579739	0.196699335115721	0.219	0.049	1
ETHE1	0.0139079536360961	-0.348357619062119	0.509	0.659	1
PACS1	0.0139444529544337	-0.314478739279309	0.421	0.634	1
STK39	0.013987839769644	-0.172297432912153	0.228	0.439	1
NFATC2IP	0.0139893596544845	0.323125704626534	0.908	0.854	1
KLF4	0.0139950910161033	-0.278532994608091	0.996	0.927	1
GALM	0.0140214594767271	-0.067153298189059	0.022	0.098	1
ROBO1	0.0140214594767271	-0.0557673157760433	0.022	0.098	1
PMEPA1	0.0140295625828543	0.28639974606858	0.325	0.146	1
ERAL1	0.0140348692763606	-0.249691922882026	0.368	0.634	1
KCNH8	0.0141352272757465	0.223280536733883	0.171	0.024	1
PDIA6	0.0141872563525827	0.344006423627099	0.737	0.634	1
AKR1C3	0.0142131341650703	0.171705193448104	0.132	0	1
FAM24B	0.0142131341650703	0.175270657091824	0.132	0	1
CERS4	0.0142131341650703	0.165810854503207	0.132	0	1
MMP11	0.0142131341650703	0.222945296432015	0.132	0	1
CCDC189	0.0142146275836337	0.297143686854112	0.298	0.122	1
HRH2	0.0142462257753024	-0.304626680846428	0.592	0.78	1
GINM1	0.0142501392190356	0.262554211196178	0.75	0.707	1
SIAE	0.0142870291522544	-0.117210347641102	0.083	0.22	1
MCL1	0.0142953715569443	-0.313829070782	0.991	1	1
ZNF665	0.0142969736794475	-0.0965992406105112	0.022	0.098	1
CDIP1	0.0143158089959923	0.250140653355254	0.228	0.073	1
GNB5	0.0143322765456859	0.294272505878917	0.61	0.488	1
DNAJC3	0.0144061909851991	0.24664164256618	0.728	0.659	1
TRAM1	0.0146826237080072	0.366133673355617	0.947	0.951	1
MAP7D1	0.0147085937192624	-0.24273452183677	0.82	0.951	1
FOXN2	0.0147085937192624	-0.272807879430609	0.82	0.951	1
SLC35B2	0.0147097664548721	0.224054586743609	0.425	0.22	1
GUCY1A1	0.0147217045273307	0.270265890693477	0.456	0.293	1
TRIB1	0.0147872835689981	-0.128668513899286	0.167	0.341	1
LSP1	0.0148231529854374	-0.19770558767072	1	1	1
CFLAR	0.0148665876500988	-0.275795449758957	0.974	0.951	1
YTHDF2	0.0148787284712911	0.237368112851518	0.825	0.78	1
SRD5A1	0.0148967054706067	-0.217377481695745	0.224	0.415	1
KIF2A	0.0149163997842265	-0.35061935041883	0.724	0.854	1
MLX	0.0149567218427106	-0.345841868213671	0.671	0.805	1
IPO11	0.0149894081642168	-0.125092497448776	0.171	0.366	1
NCLN	0.015080692827088	0.293206422988783	0.943	0.902	1
SLC4A3	0.0151582886038216	-0.35111423672938	0.811	0.927	1
SLC25A40	0.015197662886441	-0.263691131037545	0.338	0.561	1
RELL1	0.015203563634437	0.339023271730596	0.434	0.317	1
RSU1	0.01522181980692	-0.300464050354918	0.754	0.951	1
EXT2	0.0152584915795473	-0.224070054187239	0.303	0.512	1
PPP1R8	0.0152869917198437	0.253076985440369	0.561	0.415	1
KLHDC4	0.0153100234140753	0.294446199380566	0.627	0.415	1
GRINA	0.0153674456329462	0.280423078628127	0.974	1	1
TNKS	0.0154801009131028	0.222781387667881	0.68	0.61	1
STK35	0.0155968007190617	-0.29085198539969	0.32	0.488	1
PKM	0.0156162026003086	-0.314672789897348	0.86	0.902	1
LMNB2	0.0156499439223564	0.256923878399531	0.478	0.317	1
PECR	0.0156669341728862	-0.111317094136684	0.013	0.073	1
ADGRA2	0.0156669341728862	-0.0646328172376081	0.013	0.073	1
CCNG2	0.0156941871621415	-0.290363794577184	0.671	0.78	1
ANKFY1	0.0157115532933406	-0.315899493004735	0.522	0.732	1
SIAH2	0.0157147163309129	-0.223010551868061	0.504	0.756	1
WDR75	0.0157173560229798	0.283810737682924	0.5	0.39	1
KLHL22	0.0157294679802641	-0.333073701029828	0.702	0.878	1
TBL1X	0.0157578621587947	-0.16137577238208	0.048	0.146	1
FFAR1	0.0158484016291977	-0.289131226424732	0.246	0.439	1
MGME1	0.0159725265307656	0.376814375454318	0.5	0.39	1
PRPSAP1	0.0159962500381167	0.290976432999455	0.346	0.171	1
TOLLIP	0.0160298800280001	-0.259793320605976	0.434	0.683	1
HBEGF	0.0160375733926913	-0.079795649909124	0.013	0.073	1
RNF13	0.0160378695153543	0.323589587442742	0.649	0.537	1
HSPA5	0.0160686617483685	0.321038736110729	0.711	0.537	1
DYRK3	0.0161320558481295	0.172757648707436	0.127	0	1
GOLGA8R	0.0161320558481295	0.163292818848182	0.127	0	1
SMARCD2	0.0161519616659202	-0.281123870286598	0.724	0.805	1
CLIP2	0.0162107586546214	-0.191359722855538	0.048	0.146	1
PLEKHO1	0.0162182813978908	-0.212710542152307	0.987	1	1
